customerid,age,gender,item_purchased,category,purchase_amount,location
1138,46,Male,Shirt,Clothing,91,New Mexico
1139,18,Male,Pants,Clothing,36,Iowa
1140,58,Male,Coat,Outerwear,53,Alabama
1141,31,Male,Jeans,Clothing,39,Maryland
1142,39,Male,Gloves,Accessories,33,Ohio
1143,69,Male,T-shirt,Clothing,76,Ohio
1144,68,Male,Boots,Footwear,23,Nevada
1145,41,Male,Jeans,Clothing,54,South Carolina
1146,31,Male,Sneakers,Footwear,89,Nevada
1147,48,Male,Sneakers,Footwear,38,Wisconsin
1148,59,Male,Hat,Accessories,36,Tennessee
1149,34,Male,Pants,Clothing,66,Florida
1150,21,Male,Jewelry,Accessories,42,Georgia
1151,29,Male,Jewelry,Accessories,36,Kentucky
1152,41,Male,Blouse,Clothing,86,Ohio
1153,62,Male,Handbag,Accessories,49,Connecticut
1154,27,Male,Shirt,Clothing,41,Idaho
1155,49,Male,Dress,Clothing,82,Georgia
1156,67,Male,T-shirt,Clothing,53,Tennessee
1157,20,Male,Shoes,Footwear,21,Hawaii
1158,37,Male,Belt,Accessories,66,Maryland
1159,69,Male,Belt,Accessories,89,Nevada
1160,66,Male,Handbag,Accessories,55,New Hampshire
1161,37,Male,Scarf,Accessories,42,North Dakota
1162,63,Male,Shorts,Clothing,52,Oklahoma
1163,47,Male,Sandals,Footwear,92,North Carolina
1164,26,Male,Pants,Clothing,56,Tennessee
1165,68,Male,Dress,Clothing,96,Montana
1166,51,Male,T-shirt,Clothing,64,Wisconsin
1167,48,Male,Dress,Clothing,48,Connecticut
1168,60,Male,Socks,Clothing,83,New Jersey
1169,68,Male,Scarf,Accessories,91,Mississippi
1170,25,Male,Backpack,Accessories,94,Wyoming
1171,57,Male,Skirt,Clothing,62,Illinois
1172,41,Male,Socks,Clothing,55,Louisiana
1173,59,Male,Coat,Outerwear,68,Oregon
1174,44,Male,Jewelry,Accessories,76,South Dakota
1175,42,Male,Backpack,Accessories,31,Michigan
1176,35,Male,Belt,Accessories,81,New Jersey
1177,36,Male,Dress,Clothing,83,Oregon
1178,54,Male,Skirt,Clothing,21,Iowa
1179,37,Male,Dress,Clothing,22,South Carolina
1180,20,Male,T-shirt,Clothing,33,Indiana
1181,23,Male,Skirt,Clothing,23,Oregon
1182,61,Male,Shorts,Clothing,96,New York
1183,37,Male,Jewelry,Accessories,21,New Mexico
1184,23,Male,Pants,Clothing,39,Louisiana
1185,63,Male,Belt,Accessories,73,South Carolina
1186,47,Male,Jeans,Clothing,64,Maine
1187,63,Male,Jeans,Clothing,68,Indiana
1188,56,Male,Hat,Accessories,89,Iowa
1189,68,Male,Blouse,Clothing,29,Mississippi
1190,64,Male,Shirt,Clothing,97,Arkansas
1191,62,Male,Shirt,Clothing,45,South Carolina
1192,34,Male,T-shirt,Clothing,70,Indiana
1193,49,Male,Coat,Outerwear,56,Florida
1194,40,Male,Jacket,Outerwear,55,Alaska
1195,50,Male,Hoodie,Clothing,46,New York
1196,25,Male,Scarf,Accessories,95,Texas
1197,30,Male,Belt,Accessories,88,North Dakota
1198,54,Male,Sneakers,Footwear,92,Vermont
1199,40,Male,Socks,Clothing,49,New Jersey
1200,49,Male,Sandals,Footwear,89,Maryland
1201,27,Male,Coat,Outerwear,22,Connecticut
1202,27,Male,Shoes,Footwear,61,Illinois
1203,48,Male,Scarf,Accessories,29,Maryland
1204,40,Male,Sneakers,Footwear,82,Minnesota
1205,67,Male,Belt,Accessories,94,Florida
1206,52,Male,Handbag,Accessories,99,California
1207,22,Male,Handbag,Accessories,59,Mississippi
1208,62,Male,Boots,Footwear,90,Washington
1209,20,Male,Boots,Footwear,100,Wisconsin
1210,41,Male,Pants,Clothing,62,Pennsylvania
1211,34,Male,Sunglasses,Accessories,78,Missouri
1212,23,Male,Hoodie,Clothing,94,Oklahoma
1213,32,Male,Shoes,Footwear,74,Pennsylvania
1214,68,Male,Handbag,Accessories,52,Kentucky
1215,30,Male,Jacket,Outerwear,81,Vermont
1216,66,Male,Blouse,Clothing,20,Oregon
1217,62,Male,Pants,Clothing,32,Utah
1218,50,Male,Boots,Footwear,63,Nebraska
1219,55,Male,Boots,Footwear,79,Pennsylvania
1220,19,Male,Sweater,Clothing,23,Vermont
1221,67,Male,Gloves,Accessories,64,Kentucky
1222,18,Male,Socks,Clothing,69,Iowa
1223,58,Male,Jeans,Clothing,69,Indiana
1224,69,Male,Pants,Clothing,24,Kansas
1225,62,Male,Shorts,Clothing,50,Illinois
1226,28,Male,Gloves,Accessories,97,North Carolina
1227,53,Male,Sandals,Footwear,91,Ohio
1228,27,Male,Blouse,Clothing,37,Illinois
1229,55,Male,Jacket,Outerwear,55,Indiana
1230,34,Male,Jewelry,Accessories,52,Kansas
1231,25,Male,Hat,Accessories,80,Illinois
1232,66,Male,Socks,Clothing,79,Pennsylvania
1233,57,Male,Handbag,Accessories,23,New York
1234,46,Male,Pants,Clothing,73,Utah
1235,38,Male,Gloves,Accessories,99,New Jersey
1236,23,Male,Sweater,Clothing,22,Idaho
1237,42,Male,Hat,Accessories,68,New Mexico
1238,25,Male,Dress,Clothing,92,Michigan
1239,55,Male,Pants,Clothing,77,Wyoming
1240,62,Male,Coat,Outerwear,37,New Jersey
1241,41,Male,Scarf,Accessories,79,New Jersey
1242,58,Male,Hoodie,Clothing,51,Hawaii
1243,56,Male,Socks,Clothing,27,Nevada
1244,25,Male,Blouse,Clothing,23,New Hampshire
1245,70,Male,Socks,Clothing,76,Indiana
1246,42,Male,Dress,Clothing,31,New York
1247,27,Male,Hoodie,Clothing,60,Louisiana
1248,65,Male,T-shirt,Clothing,99,Virginia
1249,62,Male,Hat,Accessories,37,Wisconsin
1250,62,Male,Boots,Footwear,50,Oregon
1251,52,Male,Jeans,Clothing,26,New Hampshire
1252,56,Male,Shorts,Clothing,86,Indiana
1253,28,Male,Sandals,Footwear,41,Massachusetts
1254,39,Male,Sandals,Footwear,23,Montana
1255,54,Male,Sneakers,Footwear,56,California
1256,30,Male,Hat,Accessories,68,Indiana
1257,45,Male,Coat,Outerwear,48,West Virginia
1258,68,Male,Dress,Clothing,67,Minnesota
1259,47,Male,Boots,Footwear,87,Ohio
1260,68,Male,Skirt,Clothing,64,Minnesota
1261,63,Male,Shirt,Clothing,93,Virginia
1262,20,Male,Shirt,Clothing,29,Connecticut
1263,29,Male,Boots,Footwear,62,Tennessee
1264,41,Male,Hoodie,Clothing,70,Delaware
1265,52,Male,Sweater,Clothing,92,Vermont
1266,32,Male,Shirt,Clothing,79,Louisiana
1267,20,Male,Blouse,Clothing,31,North Dakota
1268,47,Male,T-shirt,Clothing,83,Oregon
1269,23,Male,Jacket,Outerwear,88,Idaho
1270,43,Male,Jewelry,Accessories,53,Vermont
1271,67,Male,Hoodie,Clothing,98,West Virginia
1272,70,Male,Jewelry,Accessories,57,Kentucky
1273,35,Male,Sandals,Footwear,80,Wisconsin
1274,41,Male,Jeans,Clothing,29,Mississippi
1275,54,Male,Hat,Accessories,73,Missouri
1276,55,Male,Sweater,Clothing,32,Arkansas
1277,51,Male,Boots,Footwear,68,Wyoming
1278,19,Male,Blouse,Clothing,97,Rhode Island
1279,28,Male,Shorts,Clothing,98,Utah
1280,63,Male,Hoodie,Clothing,56,Maryland
1281,30,Male,Pants,Clothing,78,Georgia
1282,29,Male,Belt,Accessories,81,New Jersey
1283,24,Male,Shirt,Clothing,68,New Hampshire
1284,69,Male,Shirt,Clothing,94,Oregon
1285,65,Male,Dress,Clothing,93,Arkansas
1286,64,Male,Gloves,Accessories,99,North Carolina
1287,40,Male,Gloves,Accessories,49,West Virginia
1288,24,Male,Jeans,Clothing,28,Utah
1289,66,Male,Belt,Accessories,93,South Dakota
1290,35,Male,Jacket,Outerwear,24,New Hampshire
1291,67,Male,Skirt,Clothing,35,Maryland
1292,69,Male,Sandals,Footwear,68,South Dakota
1293,26,Male,Belt,Accessories,61,Kentucky
1294,23,Male,Sweater,Clothing,74,Florida
1295,27,Male,Shirt,Clothing,64,Texas
1296,30,Male,Sneakers,Footwear,60,New Mexico
1297,48,Male,Jeans,Clothing,29,South Dakota
1298,44,Male,Sandals,Footwear,85,New Jersey
1299,29,Male,Pants,Clothing,81,Indiana
1300,29,Male,Belt,Accessories,23,Louisiana
1301,67,Male,T-shirt,Clothing,100,West Virginia
1302,42,Male,Shirt,Clothing,54,Maine
1303,23,Male,Sneakers,Footwear,25,Idaho
1304,34,Male,Blouse,Clothing,32,New York
1305,64,Male,Backpack,Accessories,63,Montana
1306,31,Male,Pants,Clothing,56,Mississippi
1307,54,Male,Sweater,Clothing,33,Alaska
1308,23,Male,Coat,Outerwear,32,Missouri
1309,59,Male,Dress,Clothing,38,Rhode Island
1310,32,Male,Blouse,Clothing,21,Hawaii
1311,43,Male,Hoodie,Clothing,59,South Carolina
1312,32,Male,Shoes,Footwear,87,Tennessee
1313,66,Male,T-shirt,Clothing,79,Missouri
1314,70,Male,Shoes,Footwear,28,Missouri
1315,42,Male,Boots,Footwear,67,Missouri
1316,56,Male,Shorts,Clothing,75,Mississippi
1317,28,Male,Belt,Accessories,32,Arkansas
1318,28,Male,Pants,Clothing,43,Kentucky
1319,52,Male,Shorts,Clothing,93,Connecticut
1320,65,Male,Sunglasses,Accessories,24,Oklahoma
1321,56,Male,Hat,Accessories,31,California
1322,59,Male,T-shirt,Clothing,84,Missouri
1323,23,Male,Pants,Clothing,74,Washington
1324,58,Male,Shorts,Clothing,62,New York
1325,39,Male,Jewelry,Accessories,77,Indiana
1326,28,Male,Backpack,Accessories,73,Oregon
1327,40,Male,Shoes,Footwear,50,Texas
1328,52,Male,Coat,Outerwear,40,Florida
1329,37,Male,Sweater,Clothing,97,Rhode Island
1330,70,Male,Gloves,Accessories,63,Texas
1331,30,Male,Handbag,Accessories,65,Vermont
1332,38,Male,Socks,Clothing,91,Maryland
1333,66,Male,Hoodie,Clothing,60,Alaska
1334,29,Male,Pants,Clothing,69,Idaho
1335,46,Male,Coat,Outerwear,52,West Virginia
1336,56,Male,Boots,Footwear,49,Nevada
1337,23,Male,Sneakers,Footwear,85,Oregon
1338,37,Male,Sweater,Clothing,86,Tennessee
1339,56,Male,Handbag,Accessories,51,Alabama
1340,36,Male,Belt,Accessories,56,Indiana
1341,40,Male,Belt,Accessories,72,Idaho
1342,26,Male,Hoodie,Clothing,27,Rhode Island
1343,57,Male,Sunglasses,Accessories,43,Arizona
1344,68,Male,Sneakers,Footwear,56,Florida
1345,56,Male,T-shirt,Clothing,37,New York
1346,40,Male,Dress,Clothing,21,Nebraska
1347,44,Male,Hoodie,Clothing,91,Mississippi
1348,44,Male,Sweater,Clothing,95,Vermont
1349,19,Male,Belt,Accessories,54,Nebraska
1350,21,Male,Socks,Clothing,36,South Carolina
1351,31,Male,Sunglasses,Accessories,71,Delaware
1352,30,Male,Coat,Outerwear,31,Vermont
1353,65,Male,Hat,Accessories,89,Indiana
1354,39,Male,Pants,Clothing,83,Oregon
1355,64,Male,Backpack,Accessories,42,Maryland
1356,59,Male,Shorts,Clothing,91,Florida
1357,49,Male,Jacket,Outerwear,61,Indiana
1358,24,Male,Backpack,Accessories,66,Texas
1359,19,Male,Scarf,Accessories,22,Nebraska
1360,27,Male,Hoodie,Clothing,68,North Carolina
1361,56,Male,Skirt,Clothing,43,Alabama
1362,49,Male,Dress,Clothing,32,Alabama
1363,41,Male,Coat,Outerwear,46,Colorado
1364,36,Male,Blouse,Clothing,90,Wisconsin
1365,68,Male,Hat,Accessories,75,Delaware
1366,28,Male,Handbag,Accessories,69,Indiana
1367,45,Male,Belt,Accessories,40,Iowa
1368,60,Male,Belt,Accessories,63,Iowa
1369,21,Male,Shirt,Clothing,36,Wisconsin
1370,32,Male,Shoes,Footwear,75,Iowa
1371,27,Male,Scarf,Accessories,67,Montana
1372,40,Male,Pants,Clothing,64,Mississippi
1373,64,Male,Blouse,Clothing,61,Michigan
1374,18,Male,Gloves,Accessories,40,Virginia
1375,22,Male,Handbag,Accessories,97,New York
1376,42,Male,Sneakers,Footwear,31,Maine
1377,57,Male,Sandals,Footwear,65,New Jersey
1378,33,Male,Sunglasses,Accessories,54,Maryland
1379,37,Male,Jacket,Outerwear,49,Kentucky
1380,21,Male,T-shirt,Clothing,64,Minnesota
1381,51,Male,Sneakers,Footwear,35,Massachusetts
1382,30,Male,Shoes,Footwear,86,Illinois
1383,68,Male,Jacket,Outerwear,55,Michigan
1384,36,Male,Scarf,Accessories,58,Wisconsin
1385,46,Male,Sneakers,Footwear,96,Alaska
1386,41,Male,Jewelry,Accessories,64,Mississippi
1387,68,Male,Jacket,Outerwear,56,Oregon
1388,21,Male,Blouse,Clothing,85,Maryland
1389,62,Male,Dress,Clothing,23,Arkansas
1390,59,Male,Scarf,Accessories,72,Illinois
1391,25,Male,Hat,Accessories,38,Arkansas
1392,53,Male,Blouse,Clothing,29,Mississippi
1393,31,Male,Gloves,Accessories,46,Arkansas
1394,46,Male,Gloves,Accessories,58,Idaho
1395,26,Male,Coat,Outerwear,43,Iowa
1396,47,Male,Scarf,Accessories,32,West Virginia
1397,37,Male,Pants,Clothing,30,Wisconsin
1398,55,Male,Sunglasses,Accessories,67,Massachusetts
1399,30,Male,Dress,Clothing,45,Texas
1400,19,Male,Hat,Accessories,81,Nebraska
1401,36,Male,Backpack,Accessories,23,Nevada
1402,23,Male,Sandals,Footwear,59,Indiana
1403,62,Male,Sunglasses,Accessories,21,North Dakota
1404,26,Male,Backpack,Accessories,20,Georgia
1405,36,Male,Jewelry,Accessories,28,New Mexico
1406,33,Male,Socks,Clothing,100,New Hampshire
1407,32,Male,Shirt,Clothing,46,Washington
1408,56,Male,Handbag,Accessories,61,Nevada
1409,58,Male,Blouse,Clothing,58,Maine
1410,34,Male,Backpack,Accessories,50,Idaho
1411,61,Male,Hat,Accessories,93,Tennessee
1412,48,Male,Skirt,Clothing,24,Louisiana
1413,25,Male,Shorts,Clothing,100,Michigan
1414,51,Male,Blouse,Clothing,79,New Hampshire
1415,29,Male,Socks,Clothing,51,Minnesota
1416,54,Male,Belt,Accessories,90,Illinois
1417,48,Male,Boots,Footwear,56,Idaho
1418,62,Male,Shorts,Clothing,25,Montana
1419,18,Male,Shirt,Clothing,75,Alabama
1420,43,Male,Handbag,Accessories,75,Montana
1421,22,Male,Jeans,Clothing,53,California
1422,68,Male,Dress,Clothing,100,Pennsylvania
1423,44,Male,Dress,Clothing,27,Texas
1424,51,Male,Sandals,Footwear,60,Michigan
1425,66,Male,Jacket,Outerwear,23,Connecticut
1426,59,Male,Coat,Outerwear,40,Wyoming
1427,60,Male,Pants,Clothing,38,Michigan
1428,31,Male,Backpack,Accessories,90,South Dakota
1429,20,Male,Blouse,Clothing,97,North Dakota
1430,24,Male,Skirt,Clothing,38,Maryland
1431,48,Male,Sandals,Footwear,30,Michigan
1432,39,Male,Pants,Clothing,88,South Dakota
1433,34,Male,Hat,Accessories,33,Florida
1434,70,Male,Hoodie,Clothing,60,Minnesota
1435,59,Male,Sweater,Clothing,64,New York
1436,45,Male,Scarf,Accessories,95,Oregon
1437,35,Male,Sneakers,Footwear,83,Minnesota
1438,69,Male,Boots,Footwear,97,Montana
1439,58,Male,Coat,Outerwear,38,Washington
1440,25,Male,Boots,Footwear,48,New Mexico
1441,27,Male,Sandals,Footwear,76,Arizona
1442,34,Male,Pants,Clothing,25,Nebraska
1443,53,Male,Hoodie,Clothing,92,Idaho
1444,58,Male,Sandals,Footwear,47,Idaho
1445,32,Male,Sweater,Clothing,36,Vermont
1446,64,Male,Belt,Accessories,51,Arkansas
1447,63,Male,Jeans,Clothing,35,Wyoming
1448,23,Male,Hoodie,Clothing,57,New Mexico
1449,64,Male,Boots,Footwear,95,West Virginia
1450,18,Male,Socks,Clothing,41,New York
1451,25,Male,Dress,Clothing,44,Illinois
1452,54,Male,Jacket,Outerwear,34,Utah
1453,60,Male,Jacket,Outerwear,25,Colorado
1454,36,Male,Boots,Footwear,93,Virginia
1455,66,Male,Sneakers,Footwear,50,Georgia
1456,60,Male,Pants,Clothing,79,Alabama
1457,59,Male,Coat,Outerwear,100,Montana
1458,58,Male,Shirt,Clothing,57,Pennsylvania
1459,35,Male,Sweater,Clothing,28,Missouri
1460,20,Male,Shoes,Footwear,35,Maine
1461,70,Male,Boots,Footwear,85,Pennsylvania
1462,54,Male,Sunglasses,Accessories,95,Oregon
1463,38,Male,Sneakers,Footwear,90,Utah
1464,54,Male,Jewelry,Accessories,49,Oklahoma
1465,33,Male,Belt,Accessories,92,Montana
1466,46,Male,Gloves,Accessories,72,Nebraska
1467,58,Male,Shorts,Clothing,71,Alabama
1468,30,Male,Jewelry,Accessories,27,Ohio
1469,42,Male,Gloves,Accessories,39,Arkansas
1470,28,Male,Jewelry,Accessories,98,Mississippi
1471,43,Male,Sandals,Footwear,27,California
1472,31,Male,Jewelry,Accessories,71,Alaska
1473,39,Male,Hat,Accessories,24,Indiana
1474,69,Male,Shorts,Clothing,63,Wisconsin
1475,31,Male,Sweater,Clothing,72,New Jersey
1476,44,Male,Blouse,Clothing,61,Rhode Island
1477,39,Male,Hat,Accessories,56,Wyoming
1478,24,Male,Belt,Accessories,32,Oregon
1479,28,Male,Gloves,Accessories,23,Washington
1480,48,Male,Coat,Outerwear,100,Washington
1481,39,Male,Jewelry,Accessories,74,New Hampshire
1482,64,Male,Skirt,Clothing,33,Maryland
1483,28,Male,Gloves,Accessories,67,Wisconsin
1484,39,Male,Jewelry,Accessories,61,Massachusetts
1485,49,Male,Shorts,Clothing,46,Nebraska
1486,22,Male,Gloves,Accessories,56,Nebraska
1487,25,Male,Sneakers,Footwear,73,Idaho
1488,40,Male,Skirt,Clothing,44,Arizona
1489,23,Male,Hat,Accessories,44,Hawaii
1490,24,Male,Jewelry,Accessories,26,Missouri
1491,66,Male,Sneakers,Footwear,52,Louisiana
1492,27,Male,Shirt,Clothing,54,Arkansas
1493,62,Male,Jacket,Outerwear,38,North Carolina
1494,70,Male,Belt,Accessories,44,North Dakota
1495,43,Male,T-shirt,Clothing,76,Montana
1496,45,Male,Jewelry,Accessories,23,Rhode Island
1497,63,Male,T-shirt,Clothing,98,Idaho
1498,69,Male,Jacket,Outerwear,33,Michigan
1499,59,Male,Sweater,Clothing,32,Illinois
1500,19,Male,Boots,Footwear,85,Georgia
1501,63,Male,Jeans,Clothing,69,Alabama
1502,37,Male,Jeans,Clothing,55,Alaska
1503,37,Male,Pants,Clothing,66,Massachusetts
1504,50,Male,Jacket,Outerwear,30,Michigan
1505,60,Male,Jacket,Outerwear,80,Alaska
1506,46,Male,Belt,Accessories,20,North Dakota
1507,35,Male,Shirt,Clothing,30,South Carolina
1508,66,Male,Dress,Clothing,86,Pennsylvania
1509,35,Male,Blouse,Clothing,84,Colorado
1510,20,Male,Dress,Clothing,54,New Hampshire
1511,55,Male,Blouse,Clothing,30,Maryland
1512,34,Male,Dress,Clothing,91,Georgia
1513,60,Male,Sneakers,Footwear,23,Wisconsin
1514,22,Male,Socks,Clothing,35,Texas
1515,26,Male,Shoes,Footwear,90,Utah
1516,39,Male,Jeans,Clothing,93,Indiana
1517,20,Male,Jeans,Clothing,68,Nevada
1518,57,Male,Gloves,Accessories,41,New Hampshire
1519,68,Male,Belt,Accessories,73,New York
1520,50,Male,Sunglasses,Accessories,73,Texas
1521,21,Male,Hat,Accessories,66,Iowa
1522,29,Male,Backpack,Accessories,59,Washington
1523,38,Male,Shorts,Clothing,72,Tennessee
1524,54,Male,Socks,Clothing,88,Georgia
1525,22,Male,Socks,Clothing,76,Massachusetts
1526,29,Male,Belt,Accessories,31,Oregon
1527,41,Male,Jacket,Outerwear,22,Oklahoma
1528,26,Male,Hat,Accessories,75,Wisconsin
1529,69,Male,T-shirt,Clothing,75,Oregon
1530,20,Male,Backpack,Accessories,63,Georgia
1531,59,Male,Coat,Outerwear,21,New Mexico
1532,63,Male,Backpack,Accessories,83,Mississippi
1533,68,Male,Jacket,Outerwear,46,Wisconsin
1534,50,Male,Shoes,Footwear,59,New Hampshire
1535,55,Male,Blouse,Clothing,66,Wyoming
1536,36,Male,Sandals,Footwear,74,West Virginia
1537,18,Male,Sunglasses,Accessories,82,Michigan
1538,68,Male,Shoes,Footwear,89,Alaska
1539,56,Male,Dress,Clothing,65,Illinois
1540,32,Male,Belt,Accessories,55,Hawaii
1541,28,Male,Shorts,Clothing,95,Colorado
1542,24,Male,Handbag,Accessories,77,Illinois
1543,59,Male,Blouse,Clothing,44,Hawaii
1544,56,Male,Jeans,Clothing,89,Wisconsin
1545,30,Male,Jewelry,Accessories,24,Arkansas
1546,48,Male,Belt,Accessories,43,Delaware
1547,60,Male,Sneakers,Footwear,51,Oregon
1548,46,Male,Hat,Accessories,46,South Carolina
1549,69,Male,Dress,Clothing,32,Maryland
1550,19,Male,Sneakers,Footwear,55,Kansas
1551,66,Male,Sunglasses,Accessories,26,Arkansas
1552,64,Male,Handbag,Accessories,29,Minnesota
1553,54,Male,Blouse,Clothing,49,New Mexico
1554,27,Male,Blouse,Clothing,45,Delaware
1555,64,Male,Shorts,Clothing,48,Utah
1556,43,Male,Shorts,Clothing,47,Ohio
1557,43,Male,Hoodie,Clothing,57,Alabama
1558,27,Male,Backpack,Accessories,34,South Dakota
1559,35,Male,Sunglasses,Accessories,75,New Mexico
1560,43,Male,Scarf,Accessories,94,Oregon
1561,57,Male,Hat,Accessories,84,Oregon
1562,50,Male,Scarf,Accessories,38,Mississippi
1563,37,Male,Scarf,Accessories,75,Alabama
1564,68,Male,Pants,Clothing,44,Kansas
1565,22,Male,Backpack,Accessories,33,California
1566,58,Male,Sunglasses,Accessories,93,Idaho
1567,48,Male,Sneakers,Footwear,99,Wyoming
1568,30,Male,Backpack,Accessories,33,Minnesota
1569,51,Male,Sneakers,Footwear,76,Washington
1570,20,Male,Skirt,Clothing,63,Hawaii
1571,30,Male,Pants,Clothing,41,Missouri
1572,28,Male,Jewelry,Accessories,88,Colorado
1573,37,Male,Skirt,Clothing,92,Washington
1574,36,Male,T-shirt,Clothing,31,North Dakota
1575,18,Male,Skirt,Clothing,25,Minnesota
1576,52,Male,Shirt,Clothing,28,California
1577,56,Male,Dress,Clothing,75,Michigan
1578,68,Male,Boots,Footwear,34,Delaware
1579,62,Male,Pants,Clothing,97,California
1580,35,Male,Jacket,Outerwear,80,Oklahoma
1581,65,Male,Sneakers,Footwear,71,North Dakota
1582,69,Male,Jewelry,Accessories,77,Ohio
1583,28,Male,Belt,Accessories,41,Hawaii
1584,37,Male,Scarf,Accessories,92,Maryland
1585,41,Male,Blouse,Clothing,95,Hawaii
1586,37,Male,Sweater,Clothing,25,Alabama
1587,25,Male,Boots,Footwear,77,Oklahoma
1588,41,Male,Socks,Clothing,99,Alabama
1589,48,Male,Belt,Accessories,24,Vermont
1590,42,Male,Sneakers,Footwear,72,Ohio
1591,54,Male,Jeans,Clothing,80,Wisconsin
1592,18,Male,Skirt,Clothing,100,South Dakota
1593,56,Male,Shoes,Footwear,83,Iowa
1594,61,Male,Dress,Clothing,95,Maryland
1595,40,Male,Handbag,Accessories,41,Colorado
1596,34,Male,Backpack,Accessories,35,Wisconsin
1597,42,Male,Jewelry,Accessories,30,Mississippi
1598,43,Male,Hat,Accessories,21,Mississippi
1599,47,Male,Jewelry,Accessories,85,California
1600,48,Male,Shirt,Clothing,54,Delaware
1601,20,Male,Boots,Footwear,26,Montana
1602,65,Male,Shirt,Clothing,59,Indiana
1603,54,Male,Sunglasses,Accessories,48,West Virginia
1604,23,Male,Shorts,Clothing,98,Iowa
1605,18,Male,Sweater,Clothing,92,Maine
1606,70,Male,Belt,Accessories,46,Connecticut
1607,55,Male,T-shirt,Clothing,21,Kansas
1608,49,Male,Shorts,Clothing,72,Vermont
1609,26,Male,Sandals,Footwear,58,Nebraska
1610,33,Male,Shirt,Clothing,93,Nevada
1611,20,Male,Socks,Clothing,31,Tennessee
1612,41,Male,Pants,Clothing,26,Arkansas
1613,18,Male,Skirt,Clothing,68,Wisconsin
1614,26,Male,Jewelry,Accessories,31,Illinois
1615,30,Male,T-shirt,Clothing,41,Kansas
1616,64,Male,Jewelry,Accessories,62,New York
1617,26,Male,Hat,Accessories,41,Colorado
1618,43,Male,Blouse,Clothing,64,Wisconsin
1619,63,Male,Sandals,Footwear,72,Michigan
1620,57,Male,Handbag,Accessories,78,Hawaii
1621,25,Male,Hat,Accessories,47,Virginia
1622,68,Male,Scarf,Accessories,46,Ohio
1623,31,Male,Shorts,Clothing,43,Missouri
1624,64,Male,Backpack,Accessories,58,Indiana
1625,38,Male,Sweater,Clothing,32,Florida
1626,34,Male,Skirt,Clothing,45,Minnesota
1627,32,Male,Sneakers,Footwear,35,Nevada
1628,69,Male,Sunglasses,Accessories,21,Maine
1629,45,Male,Dress,Clothing,64,Massachusetts
1630,35,Male,Blouse,Clothing,88,North Dakota
1631,63,Male,Shoes,Footwear,48,New Jersey
1632,65,Male,Sweater,Clothing,36,Indiana
1633,35,Male,Gloves,Accessories,28,Oregon
1634,54,Male,Socks,Clothing,80,North Dakota
1635,28,Male,Coat,Outerwear,23,South Carolina
1636,68,Male,Sunglasses,Accessories,24,North Carolina
1637,58,Male,Boots,Footwear,22,North Dakota
1638,35,Male,Dress,Clothing,21,Massachusetts
1639,68,Male,Jacket,Outerwear,51,Tennessee
1640,41,Male,Gloves,Accessories,65,Missouri
1641,65,Male,Scarf,Accessories,51,Tennessee
1642,50,Male,Hoodie,Clothing,32,Colorado
1643,18,Male,Coat,Outerwear,70,Mississippi
1644,38,Male,Scarf,Accessories,77,Ohio
1645,68,Male,Coat,Outerwear,90,North Carolina
1646,53,Male,Scarf,Accessories,36,Ohio
1647,58,Male,Handbag,Accessories,77,Nebraska
1648,34,Male,Boots,Footwear,78,Hawaii
1649,36,Male,Pants,Clothing,69,Oklahoma
1650,58,Male,T-shirt,Clothing,63,Wisconsin
1651,60,Male,Scarf,Accessories,36,Arkansas
1652,59,Male,Coat,Outerwear,80,Texas
1653,65,Male,Sweater,Clothing,35,New Mexico
1654,31,Male,Belt,Accessories,93,Colorado
1655,43,Male,Belt,Accessories,25,Indiana
1656,37,Male,Sweater,Clothing,81,Arizona
1657,21,Male,Blouse,Clothing,42,Indiana
1658,69,Male,Skirt,Clothing,36,Indiana
1659,32,Male,Jewelry,Accessories,66,Alaska
1660,53,Male,Gloves,Accessories,37,Utah
1661,59,Male,T-shirt,Clothing,45,Louisiana
1662,64,Male,Gloves,Accessories,86,Iowa
1663,63,Male,Sunglasses,Accessories,24,New Mexico
1664,43,Male,Shirt,Clothing,22,Maine
1665,19,Male,Handbag,Accessories,53,Minnesota
1666,40,Male,Jacket,Outerwear,41,New Mexico
1667,51,Male,Skirt,Clothing,64,Arkansas
1668,51,Male,Handbag,Accessories,40,Oklahoma
1669,66,Male,Blouse,Clothing,33,Utah
1670,42,Male,T-shirt,Clothing,59,Wisconsin
1671,22,Male,Pants,Clothing,73,Utah
1672,31,Male,Hoodie,Clothing,22,Utah
1673,18,Male,Boots,Footwear,73,South Carolina
1674,21,Male,Blouse,Clothing,62,Hawaii
1675,35,Male,Coat,Outerwear,56,Alaska
1676,35,Male,Pants,Clothing,90,Colorado
1677,27,Male,Sunglasses,Accessories,44,West Virginia
1678,65,Male,Jeans,Clothing,35,Oregon
1679,41,Male,Pants,Clothing,71,Ohio
1680,60,Male,Dress,Clothing,52,Massachusetts
1681,61,Male,Shoes,Footwear,37,Louisiana
1682,24,Male,Sneakers,Footwear,95,Virginia
1683,65,Male,Socks,Clothing,97,New York
1684,23,Male,Coat,Outerwear,57,Arkansas
1685,30,Male,Shirt,Clothing,93,New Mexico
1686,33,Male,Blouse,Clothing,48,Minnesota
1687,22,Male,Gloves,Accessories,75,Illinois
1688,67,Male,Skirt,Clothing,70,Georgia
